"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Argentina","2003","Freezers; of the chest type, not exceeding 800l capacity","Export","2660787","942422","Number of items","12643"
"Argentina","2003","Freezers; of the chest type, not exceeding 800l capacity","Import","1593578","722040","Number of items","10448"
"Argentina","2003","Freezers; of the upright type, not exceeding 900l capacity","Export","22049","5078","Number of items","57"
"Argentina","2003","Freezers; of the upright type, not exceeding 900l capacity","Import","2556626","918080","Number of items","12953"
"Argentina","2003","Furniture incorporating refrigerating or freezing equipment; for storage and display, n.e.c. in item no. 8418.1, 8418.2, 8418.3 or 8418.4 (chests, cabinets, display counters, show-cases and the like)","Export","5007977","1054609","Number of items","10809"
"Argentina","2003","Furniture incorporating refrigerating or freezing equipment; for storage and display, n.e.c. in item no. 8418.1, 8418.2, 8418.3 or 8418.4 (chests, cabinets, display counters, show-cases and the like)","Import","1000876","248763","Number of items","2354"
"Argentina","2003","Heat pumps; other than air conditioning machines of heading no. 8415","Export","2339070","368880","Number of items","1871"
"Argentina","2003","Heat pumps; other than air conditioning machines of heading no. 8415","Import","13403742","2075614","Number of items","35715"
"Argentina","2003","Refrigerating or freezing equipment; n.e.c. in heading no. 8418","Export","1550217","188129","Weight in kilograms","188129"
"Argentina","2003","Refrigerating or freezing equipment; n.e.c. in heading no. 8418","Import","3874942","498112","Weight in kilograms","498112"
"Argentina","2003","Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment","Export","521891","175079","Weight in kilograms","175079"
"Argentina","2003","Refrigerating or freezing equipment; parts, furniture designed to receive refrigerating or freezing equipment","Import","143068","32630","Weight in kilograms","32630"
"Argentina","2003","Refrigerating or freezing equipment; parts thereof, other than furniture","Export","15326760","3349991","Weight in kilograms","3349991"
"Argentina","2003","Refrigerating or freezing equipment; parts thereof, other than furniture","Import","7216790","1178835","Weight in kilograms","1178835"
"Argentina","2003","Heaters; instantaneous gas water heaters, for domestic or other purposes","Export","1481605","293925","No Quantity",""
"Argentina","2003","Heaters; instantaneous gas water heaters, for domestic or other purposes","Import","345709","72851","Number of items","4537"
"Argentina","2003","Heaters; instantaneous or storage water heaters, non-electric, (other than instantaneous gas or solar water heaters)","Export","705837","299699","Number of items","2093"
"Argentina","2003","Heaters; instantaneous or storage water heaters, non-electric, (other than instantaneous gas or solar water heaters)","Import","62413","8724","Number of items","171"
"Argentina","2003","Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes","Export","766219","34204","Number of items","625"
"Argentina","2003","Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes","Import","56566","625","Number of items","3"
"Argentina","2003","Dryers; for agricultural products, not used for domestic purposes","Export","3187066","1288711","Number of items","226"
"Argentina","2003","Dryers; for agricultural products, not used for domestic purposes","Import","4141131","702087","Number of items","552"
"Argentina","2003","Dryers; for wood, paper pulp, paper or paperboard, not used for domestic purposes","Export","334173","72549","Number of items","33"
"Argentina","2003","Dryers; for wood, paper pulp, paper or paperboard, not used for domestic purposes","Import","153622","87463","Number of items","21"
"Argentina","2003","Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes","Export","1082984","109475","Number of items","164"
"Argentina","2003","Dryers; for products n.e.c. in heading no. 8419, not used for domestic purposes","Import","4006294","552175","Number of items","1393"
"Argentina","2003","Distilling or rectifying plant; not used for domestic purposes","Export","156311","13929","Number of items","15"
"Argentina","2003","Distilling or rectifying plant; not used for domestic purposes","Import","548122","17734","Number of items","34"
"Argentina","2003","Heat exchange units; not used for domestic purposes","Export","3535855","585757","Number of items","575"
"Argentina","2003","Heat exchange units; not used for domestic purposes","Import","8979424","883972","Number of items","26060"
"Argentina","2003","Machinery; for liquefying air or gas, not used for domestic purposes","Export","62827","14225","Number of items","5"
"Argentina","2003","Machinery; for liquefying air or gas, not used for domestic purposes","Import","250038","3517","Number of items","184"
"Argentina","2003","Machinery, plant and equipment; for making hot drinks, for cooking or heating food","Export","1500413","151076","Number of items","1449"
"Argentina","2003","Machinery, plant and equipment; for making hot drinks, for cooking or heating food","Import","993093","42995","Number of items","4346"
"Argentina","2003","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food","Export","4494157","529999","Number of items","1557"
"Argentina","2003","Machinery, plant and laboratory equipment; for treating materials by change of temperature, other than for making hot drinks or cooking or heating food","Import","11337949","1495950","Number of items","3515"
"Argentina","2003","Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature","Export","1668894","217376","Weight in kilograms","217376"
"Argentina","2003","Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature","Import","4376619","326096","Weight in kilograms","326096"
"Argentina","2003","Machines; calendering or other rolling machines, for other than metal or glass","Export","452409","53560","Number of items","91"
"Argentina","2003","Machines; calendering or other rolling machines, for other than metal or glass","Import","1350317","399599","Number of items","118"
"Argentina","2003","Machines; parts, cylinders for calendering or other rolling machines, for other than metal or glass","Export","65475","8827","Weight in kilograms","8827"
"Argentina","2003","Machines; parts, cylinders for calendering or other rolling machines, for other than metal or glass","Import","493641","31792","Weight in kilograms","31792"
"Argentina","2003","Machines; parts, (other than cylinders), for calendering or other rolling machines, for other than metal or glass","Export","850","581","Weight in kilograms","581"
"Argentina","2003","Machines; parts, (other than cylinders), for calendering or other rolling machines, for other than metal or glass","Import","183742","21393","Weight in kilograms","21393"
"Argentina","2003","Centrifuges; cream separators","Export","18617","1054","Number of items","2"
"Argentina","2003","Centrifuges; cream separators","Import","527609","7957","Number of items","10"
"Argentina","2003","Centrifuges; clothes-dryers","Export","2009712","506795","Number of items","998"
"Argentina","2003","Centrifuges; clothes-dryers","Import","122611","39753","Number of items","3656"
"Argentina","2003","Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)","Export","862142","35544","Number of items","113"
"Argentina","2003","Centrifuges; n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)","Import","7648708","259346","Number of items","392"
"Argentina","2003","Machinery; for filtering or purifying water","Export","994767","222486","No Quantity",""
"Argentina","2003","Machinery; for filtering or purifying water","Import","1777491","245760","Number of items","135509"
"Argentina","2003","Machinery; for filtering or purifying beverages other than water","Export","52072","3871","Number of items","13"
"Argentina","2003","Machinery; for filtering or purifying beverages other than water","Import","1354947","30499","Number of items","9911"
"Argentina","2003","Machinery; filtering or purifying machinery, oil or petrol filters for internal combustion engines","Export","2485447","516889","Number of items","1657374"
